id,user_id,watched_video_id,watch_time_in_sec,ad_cat_id,click,ad_id,final_gender_code,age_level,occupation,brand_id,ad_title
1537,454,3719,150,8,1,276,2,1,10,20,20bEqtEjGZ
1538,303,7216,14,10,1,103,2,5,5,37,yvJ1N4LksG
1539,835,3405,244,3,1,36,1,3,9,31,N8huabgBTh
1540,937,2318,92,6,1,225,2,4,7,9,rtGxnwMdyf
1541,584,4270,241,5,0,79,1,4,10,13,YjADj6Irrn
1542,397,8177,139,10,0,9,2,3,1,24,3WYiGxZaLJ
1543,468,4285,17,7,0,67,1,2,3,11,MFFAP7Dqwv
1544,332,6719,83,2,0,310,2,4,10,27,aIAHFCjyNO
1545,436,6671,42,3,1,176,2,2,10,12,PorTD6vr9x
1546,873,9402,224,1,1,218,2,5,2,12,b3gqLOon5N
1547,881,9361,35,7,1,96,2,2,4,7,RtDnEy2OhD
1548,53,555,4,7,1,23,2,3,2,9,d2V9h8xJde
1549,711,8750,150,4,0,370,1,4,6,17,A7pIewdMPc
1550,838,10013,153,8,1,220,2,3,4,1,mAi0bFJ3ZQ
1551,504,9899,206,10,1,9,2,3,1,24,3WYiGxZaLJ
1552,153,3061,135,5,1,257,1,3,5,39,7hJgMbwR2V
1553,787,3097,283,7,1,124,2,5,9,10,WI0CHDNpL3
1554,159,3874,62,9,1,80,2,2,9,5,46uRLHf9uV
1555,617,9225,69,3,0,73,1,4,6,37,CjOreWICct
1556,912,9679,56,3,0,42,1,4,6,19,EL3n293fp5
1557,600,1592,152,7,1,186,1,3,9,30,uRFfp8xhAC
1558,643,9464,145,2,1,327,2,4,2,10,ZGKM28eudt
1559,183,9434,118,2,1,149,2,6,9,37,gSRRz0Y04c
1560,770,3545,221,2,1,307,1,3,1,2,YlQJGRcuYB
1561,839,3256,14,5,1,112,2,3,4,37,mgcYHqnntS
1562,541,2076,105,1,0,177,2,3,2,10,wXnd0hqQoF
1563,210,2762,141,2,0,149,2,5,4,37,gSRRz0Y04c
1564,146,10039,197,1,0,177,2,4,6,10,wXnd0hqQoF
1565,340,2015,106,2,1,82,2,4,9,34,0e025Ro0Sz
1566,515,9013,256,9,1,30,1,2,1,15,zF4D1PcC7F
1567,186,7165,293,6,0,181,2,3,5,3,QiYtCEOoA4
1568,215,5110,87,7,0,5,2,2,10,38,x3fDp8IF3o
1569,708,8273,90,2,0,26,1,3,9,5,ixqz6AA7Xq
1570,694,9432,178,2,0,311,2,4,4,33,A224ZRj5mi
1571,918,1719,155,1,0,3,2,2,10,22,j37JDFybMq
1572,394,10031,245,5,1,217,2,4,5,28,QhQ0LcxWtB
1573,591,5007,53,9,1,362,2,2,7,36,UmXn3prQX2
1574,171,5596,123,6,1,48,1,4,3,14,Q9IwOQFQNs
1575,89,3862,125,7,1,65,2,3,8,4,7jqVZGhxG6
1576,592,8449,196,10,0,9,2,3,5,24,3WYiGxZaLJ
1577,400,5354,146,3,1,77,2,5,7,15,RsbkLIaKOS
1578,427,3619,55,1,0,1,2,4,9,16,hI56FpLEGb
1579,846,612,222,9,0,19,2,4,4,9,AV4yAJHsL2
1580,873,2914,272,4,1,140,2,5,2,7,wo7Nsj9vJC
1581,21,8767,238,9,1,121,2,3,10,8,MAVQdrA9Pm
1582,65,3927,108,9,0,59,1,4,8,32,IlcC1Q9yqo
1583,356,9383,138,2,0,215,1,4,7,25,BH6KAI1udc
1584,561,1876,134,9,1,93,1,4,7,3,iEIhhaIuM0
1585,119,1845,279,3,1,402,2,5,8,10,8TOp0DmqNy
1586,756,1765,129,6,0,382,1,3,4,40,oG8tYV47bo
1587,194,1938,229,8,0,62,2,3,6,23,4E3YJ8DfeZ
1588,229,1895,242,7,1,358,2,3,10,34,wVo0lPFxnR
1589,692,7787,38,3,1,238,1,2,3,2,VnnXsEck94
1590,806,8899,253,9,0,93,1,5,6,3,iEIhhaIuM0
1591,737,113,150,10,1,8,1,4,5,10,fLgjOruTUM
1592,257,7536,140,5,0,369,1,5,9,4,YhxImaZVeM
1593,765,1678,107,4,1,267,1,1,10,4,o1lYsfzMmR
1594,141,1803,79,3,1,238,2,2,9,2,VnnXsEck94
1595,728,1969,25,2,1,265,2,3,1,5,zbDBRhDbJT
1596,40,5747,94,1,0,376,2,2,5,10,rRZ89WKCSn
1597,870,8685,23,2,1,365,2,5,2,28,ZemLr0xPgs
1598,454,4637,109,1,1,85,2,1,10,17,0z2pHxymu8
1599,737,2948,204,1,0,153,1,4,5,27,nQpNhCylOo
1600,567,1480,245,1,0,193,2,2,4,8,a4sONQVPRH
1601,414,3683,153,2,1,76,1,4,3,28,FGRrYJJl10
1602,506,5288,238,8,0,179,1,3,3,38,Qmkby6M19v
1603,789,8858,205,7,1,119,2,2,6,40,VBPTIZe5ih
1604,677,6167,163,7,1,195,2,4,3,36,F0SBoLRMvg
1605,583,7069,42,4,1,43,2,4,8,7,PYzIU7n3aa
1606,676,9408,132,7,1,60,2,5,9,34,JEkSttuaYg
1607,473,9336,177,3,1,206,2,4,4,14,WL7Fl3zFan
1608,161,7517,170,4,0,14,2,5,7,22,opYrwEBhjG
1609,487,113,48,10,0,373,2,4,10,21,PnhaaGhMY5
1610,372,7978,291,7,1,344,1,2,7,15,DoUUDhgVUl
1611,635,6951,266,9,1,354,2,4,10,2,rmEl5KSA03
1612,907,392,38,9,1,315,2,5,2,16,rUnJr1DqWT
1613,314,6094,55,4,1,46,2,2,10,19,xQlhAuZvbR
1614,354,5013,178,10,1,88,1,5,1,2,4jzntFrFNR
1615,224,2439,40,10,1,282,2,3,9,40,xHJoCsFd45
1616,835,1074,67,6,1,128,1,3,9,6,LLbA6duYql
1617,634,6357,120,7,0,138,2,3,4,35,7UU312Xcpp
1618,643,8374,40,3,1,295,2,4,2,11,bQAm2hdCVB
1619,434,481,59,3,0,285,2,4,9,17,pG5qDb7JxF
1620,770,159,68,6,0,340,1,3,1,11,upuZA51qK5
1621,623,4457,129,7,0,195,1,5,5,36,F0SBoLRMvg
1622,562,2799,205,9,0,30,2,3,5,15,zF4D1PcC7F
1623,208,1334,99,10,1,273,1,4,10,22,pb2exk1c91
1624,933,2805,121,10,0,70,2,4,6,4,nP4auj3IcZ
1625,212,8232,235,3,1,238,2,3,10,2,VnnXsEck94
1626,273,8287,171,2,1,168,2,1,5,32,lDWDWpryGI
1627,584,6471,288,8,1,16,1,4,10,9,z64inGcMqp
1628,355,4317,219,5,1,260,2,6,8,21,tEhixifeI8
1629,573,4214,11,9,1,120,2,3,7,33,vUFAWtYjzA
1630,96,1525,189,7,0,74,2,5,2,24,SNzoe2xGOW
1631,393,2692,129,10,0,213,2,2,5,21,eUiXwY9fki
1632,745,423,128,7,0,175,2,1,7,24,BIETDdfLKH
1633,486,1136,40,5,0,260,2,2,5,21,tEhixifeI8
1634,152,9419,257,9,1,354,2,1,7,2,rmEl5KSA03
1635,742,100,263,9,1,227,1,2,10,40,gafnxuXiRV
1636,717,9993,0,3,0,322,2,3,3,35,cHRkQGKD2u
1637,156,591,52,10,0,184,2,3,8,1,DVMmTPF3Xq
1638,837,8703,31,9,0,27,1,2,10,8,C927GwEeS6
1639,765,3071,13,3,0,18,1,1,10,5,MRsNFfMepf
1640,255,223,199,2,1,68,2,4,2,28,sY4eoJYz12
1641,7,4882,70,9,0,368,2,5,2,27,7HFgc8uFKx
1642,692,8478,11,4,1,12,1,2,3,39,62ot41KPcv
1643,822,2980,15,3,0,196,2,1,10,35,MLzDUobcJm
1644,401,8983,28,8,1,236,2,3,9,12,ESKW5CaaSY
1645,731,7651,148,6,0,214,2,2,1,35,OsotrNHLqs
1646,726,1223,152,4,1,379,2,4,10,18,PVrShJmVAL
1647,408,7672,39,2,0,365,2,2,9,28,ZemLr0xPgs
1648,444,9748,149,7,1,37,2,6,9,31,KGUuS8VrSK
1649,421,7690,176,5,1,390,2,3,1,16,W77Wb4BwrE
1650,843,4684,240,10,0,44,1,3,6,37,XnKqGYQZmC
1651,397,2883,183,5,1,125,2,3,1,33,wCyI7C24bO
1652,84,2804,286,8,1,372,1,3,2,24,aCmYKq5xYO
1653,398,2222,76,9,0,404,2,5,10,2,QSrzGQktqe
1654,736,6308,157,2,1,311,2,3,9,33,A224ZRj5mi
1655,10,1732,276,7,1,358,1,5,7,34,wVo0lPFxnR
1656,181,4467,165,5,0,219,2,2,1,1,IQdDM1UM9A
1657,630,4277,158,7,1,403,2,4,4,3,E9HNTakURX
1658,229,5308,202,6,0,114,2,3,10,34,ZkcvyMdWVU
1659,329,6306,63,3,0,402,1,4,8,10,8TOp0DmqNy
1660,177,6160,1,9,0,239,1,2,1,40,ZTKAB9dHgD
1661,307,6915,243,9,0,222,1,4,2,14,Mcbysb9Kne
1662,24,9399,19,1,1,302,1,5,2,33,Hb8DxpmNIO
1663,171,2840,187,7,1,341,1,4,3,9,OmRgmFcdwz
1664,465,1469,289,6,1,72,2,4,7,37,j3AxZE3ZfW
1665,258,8291,208,3,1,313,2,5,10,21,2kW18OOoy8
1666,762,4917,212,7,1,84,1,4,1,8,IZQNjv2wn0
1667,970,6802,284,5,1,306,2,3,10,32,YqkcU07MNp
1668,958,4384,170,10,1,381,2,4,6,38,dhpWc1fZAi
1669,184,8496,101,8,1,146,2,5,5,29,H0ijXu4iKz
1670,253,1943,258,9,1,253,2,5,9,15,jd7DnJMgRo
1671,364,5486,181,9,0,380,2,3,10,2,uFPFrdlTZ1
1672,116,3054,70,2,1,310,2,4,2,27,aIAHFCjyNO
1673,846,907,140,2,1,265,2,4,4,5,zbDBRhDbJT
1674,110,9425,231,10,0,9,1,5,10,24,3WYiGxZaLJ
1675,892,4449,203,4,0,71,2,3,9,22,mmYQwpRC0G
1676,582,2980,119,3,0,35,1,5,9,1,WY6zA5sIH9
1677,50,8173,270,6,0,128,2,3,9,6,LLbA6duYql
1678,608,3864,285,8,0,20,2,2,1,12,WnCOhnoXM6
1679,782,712,117,3,1,133,2,2,6,35,ZeTsKoHdv2
1680,152,2366,287,3,0,53,2,1,7,35,9lYdusQeW3
1681,287,69,187,5,0,161,1,5,1,7,u815CwNHmc
1682,465,7522,241,9,0,165,2,4,7,16,7kUhuUIpM8
1683,964,5610,218,4,0,89,2,4,7,30,Oq3r2t5eWJ
1684,988,3190,41,3,1,42,2,5,10,19,EL3n293fp5
1685,620,7998,179,3,0,196,2,1,7,35,MLzDUobcJm
1686,51,327,271,4,0,24,2,5,7,3,hcqzimYgrs
1687,499,4810,278,6,0,303,2,3,10,20,M6v0Kifx9v
1688,33,6717,126,4,0,387,1,3,1,11,MsbQud7Zjv
1689,2,6564,112,10,0,381,1,4,9,38,dhpWc1fZAi
1690,391,9836,128,4,0,330,2,3,2,9,rr95qA4TtZ
1691,434,1322,237,2,1,13,2,4,9,14,rvgV1bE8DJ
1692,272,7896,177,6,1,382,1,5,6,40,oG8tYV47bo
1693,633,5124,135,2,0,13,2,4,3,14,rvgV1bE8DJ
1694,156,1363,204,5,0,33,2,3,8,9,77qdX3k4Ab
1695,322,6822,280,9,0,152,2,3,6,26,ICOWBmF8fd
1696,458,9898,250,4,1,267,1,1,6,4,o1lYsfzMmR
1697,334,3763,225,10,0,88,2,6,4,2,4jzntFrFNR
1698,184,7991,51,9,0,222,2,5,5,14,Mcbysb9Kne
1699,234,1696,180,2,0,123,2,3,6,22,DuyW6y2Jjq
1700,632,849,226,4,1,89,1,3,1,30,Oq3r2t5eWJ
1701,909,376,281,10,0,381,1,4,9,38,dhpWc1fZAi
1702,470,2367,240,6,0,340,2,3,8,11,upuZA51qK5
1703,329,7634,287,8,0,269,1,4,8,28,9blTYpMXPf
1704,17,2519,296,3,1,293,2,6,3,14,306HtR6tj6
1705,906,8036,125,6,0,258,2,3,8,5,fElydbExTz
1706,188,8337,18,2,1,374,2,2,3,12,kfiBAcaRdO
1707,603,6839,17,4,1,233,2,2,10,5,PFSV3jnIqx
1708,644,7407,255,5,1,219,2,3,7,1,IQdDM1UM9A
1709,696,9162,87,8,1,386,1,5,1,13,xB1ltYTE6Y
1710,981,3050,16,5,1,112,2,2,6,37,mgcYHqnntS
1711,182,6307,152,9,0,158,2,4,10,8,nCH8B0HTQj
1712,944,6336,156,2,1,235,2,2,9,37,EbfqdlFeXM
1713,164,2393,75,7,1,195,2,2,3,36,F0SBoLRMvg
1714,395,2197,276,2,0,328,2,5,8,22,714viT0gmT
1715,990,6594,21,8,1,264,1,3,3,32,G4btHnrjh0
1716,853,7217,81,3,0,285,2,4,6,17,pG5qDb7JxF
1717,909,4942,189,1,1,185,1,4,9,17,1vrUjwuG43
1718,752,3819,18,4,0,400,2,4,6,8,HWFrOKDNsz
1719,701,6719,175,2,0,123,1,5,4,22,DuyW6y2Jjq
1720,170,7138,201,4,1,108,1,2,4,34,SlEXsKqc92
1721,449,738,90,6,1,258,1,5,3,5,fElydbExTz
1722,292,565,187,9,1,315,1,2,7,16,rUnJr1DqWT
1723,690,8022,162,8,0,220,2,4,9,1,mAi0bFJ3ZQ
1724,212,983,196,1,1,34,2,3,10,27,XAOd5y1qr0
1725,511,7172,68,7,1,195,2,5,6,36,F0SBoLRMvg
1726,739,4296,60,3,1,36,2,5,6,31,N8huabgBTh
1727,557,9852,110,4,1,108,2,5,4,34,SlEXsKqc92
1728,661,4981,299,2,0,171,2,5,6,36,ctu5Ku1a0f
1729,811,4139,82,3,0,402,2,4,5,10,8TOp0DmqNy
1730,957,1064,124,9,1,362,2,3,10,36,UmXn3prQX2
1731,24,2188,296,3,0,176,1,5,2,12,PorTD6vr9x
1732,241,2356,31,5,0,33,1,5,5,9,77qdX3k4Ab
1733,548,2191,100,6,1,7,2,4,10,22,rDdpdYoN6j
1734,919,9003,3,2,1,353,2,3,4,23,12Yezy3jmG
1735,346,6706,199,5,1,125,2,2,5,33,wCyI7C24bO
1736,152,9427,166,8,1,190,2,1,7,31,6Y1R3i6x69
1737,138,5862,298,4,0,46,2,3,7,19,xQlhAuZvbR
1738,63,4618,239,2,0,64,2,4,8,27,nfaL98dtbK
1739,500,6655,211,8,1,401,2,3,6,23,4xqC6WyM1h
1740,777,5190,23,3,1,254,2,3,9,8,Gt0qfmk3Pu
1741,621,6142,100,4,1,89,2,3,6,30,Oq3r2t5eWJ
1742,14,3090,97,6,1,32,1,5,10,28,x57lptT636
1743,478,3355,244,7,0,124,2,5,8,10,WI0CHDNpL3
1744,51,10040,29,6,1,359,2,5,7,30,0Ws2q0Xbdl
1745,749,6078,271,8,0,339,2,4,4,28,Piz2CO2gwr
1746,312,388,211,4,0,379,2,1,1,18,PVrShJmVAL
1747,950,5264,13,8,0,333,1,3,4,30,OcLaQDxUXr
1748,762,1135,215,2,1,26,1,4,1,5,ixqz6AA7Xq
1749,244,2162,140,7,1,65,1,5,6,4,7jqVZGhxG6
1750,783,4413,86,1,1,212,2,2,8,19,kAmPTImsgf
1751,167,2436,40,6,0,114,2,3,10,34,ZkcvyMdWVU
1752,669,7103,287,10,0,299,2,2,6,23,sG5UetCxLn
1753,368,1422,285,1,0,91,2,1,8,37,v1gzIg7UI0
1754,961,1173,129,1,1,376,2,4,3,10,rRZ89WKCSn
1755,192,9991,294,2,0,244,2,4,4,39,ho8mFqB5Rl
1756,208,7664,185,9,0,368,1,4,10,27,7HFgc8uFKx
1757,28,5534,2,4,1,81,2,4,8,14,26KONs6rNP
1758,665,977,17,6,1,145,2,6,6,27,yKHVLHSXUG
1759,687,6590,237,4,0,308,1,3,3,29,vrXcdxqPgJ
1760,700,6859,132,6,0,340,1,4,3,11,upuZA51qK5
1761,815,2586,292,5,1,142,2,2,10,3,szYhDGyFof
1762,780,5825,270,6,0,7,2,3,4,22,rDdpdYoN6j
1763,950,9365,90,4,1,205,1,3,4,10,P9Ck6APOA0
1764,989,9258,203,1,0,212,1,3,8,19,kAmPTImsgf
1765,296,9094,296,8,0,50,1,3,8,20,dd67snZebL
1766,899,3029,258,2,0,188,2,3,3,3,ZMVnVuJ13U
1767,736,9304,177,7,1,291,2,3,9,16,0oOQEBqG1Z
1768,780,2969,112,5,1,335,2,3,4,29,BMgQQUPiKz
1769,783,9158,94,7,0,336,2,2,8,19,mL7R5IBnvF
1770,679,1300,203,4,1,387,2,5,6,11,MsbQud7Zjv
1771,364,3554,56,6,1,303,2,3,10,20,M6v0Kifx9v
1772,425,1381,287,7,1,375,2,6,6,32,4FMVNHVUad
1773,91,6009,31,2,1,329,1,2,2,32,22feNgf3Dh
1774,124,9185,135,1,1,345,2,4,4,28,KMCMN4tGMm
1775,948,8510,62,2,0,66,1,5,10,5,djLmU3AtYr
1776,677,2112,231,8,1,271,2,4,3,16,54mGEl8aAv
1777,468,6867,196,10,1,29,1,2,3,17,XrZf8n7teT
1778,561,9777,132,6,1,122,1,4,7,19,mrX8HSypMK
1779,884,8189,29,10,0,282,2,5,5,40,xHJoCsFd45
1780,36,244,191,9,1,87,1,4,6,24,NINnwBgoW4
1781,556,7642,0,9,0,252,2,5,7,16,7698TtYNAJ
1782,993,8430,289,9,0,252,2,3,6,16,7698TtYNAJ
1783,54,4187,23,3,0,73,2,4,4,37,CjOreWICct
1784,38,2191,52,6,0,371,2,3,5,22,SOaueymCtH
1785,867,1125,218,9,0,253,2,1,9,15,jd7DnJMgRo
1786,812,787,171,10,1,251,2,3,1,14,phijTf9rad
1787,429,3567,138,5,0,247,2,4,9,1,rZlcFOpvfN
1788,983,4020,136,10,0,105,2,3,3,16,u96wxOvVwY
1789,288,2895,42,8,0,179,1,5,8,38,Qmkby6M19v
1790,38,72,233,9,1,252,2,3,5,16,7698TtYNAJ
1791,465,2307,239,10,0,251,2,4,7,14,phijTf9rad
1792,952,110,199,3,0,342,2,3,3,17,r3AuNWPNHk
1793,945,1053,235,3,0,75,1,4,8,18,vK6H3SOxuF
1794,561,4525,142,2,1,82,1,4,7,34,0e025Ro0Sz
1795,869,7458,257,2,0,307,2,3,7,2,YlQJGRcuYB
1796,757,422,184,7,0,363,2,4,4,7,0jn5YfV4FU
1797,519,7823,122,9,0,380,1,3,3,2,uFPFrdlTZ1
1798,684,6532,256,4,1,140,2,3,4,7,wo7Nsj9vJC
1799,439,5031,26,7,0,195,1,4,7,36,F0SBoLRMvg
1800,704,6538,107,5,0,335,2,1,9,29,BMgQQUPiKz
1801,7,7328,195,1,0,185,2,5,2,17,1vrUjwuG43
1802,952,2979,12,2,1,215,2,3,3,25,BH6KAI1udc
1803,108,7880,42,6,0,214,2,1,7,35,OsotrNHLqs
1804,781,2478,227,2,0,64,2,3,8,27,nfaL98dtbK
1805,471,4966,299,4,0,191,1,4,8,19,IVlheNHXvk
1806,394,7777,141,8,1,287,2,4,5,15,1qc2Ru8jIn
1807,987,8018,278,3,0,18,1,3,5,5,MRsNFfMepf
1808,769,6770,50,2,0,360,1,3,4,31,il3raFJFrm
1809,711,1746,167,4,1,12,1,4,6,39,62ot41KPcv
1810,774,9645,60,9,0,147,1,4,5,16,qBUfYci8rS
1811,646,1840,38,7,0,296,2,2,3,9,e5phMJn62s
1812,415,8556,236,2,1,327,2,5,3,10,ZGKM28eudt
1813,950,9082,201,4,0,191,1,3,4,19,IVlheNHXvk
1814,268,7959,221,6,0,343,2,4,2,8,lFu875mOQW
1815,435,327,78,4,1,387,2,3,5,11,MsbQud7Zjv
1816,665,7602,104,7,0,23,2,6,6,9,d2V9h8xJde
1817,749,49,150,2,0,123,2,4,4,22,DuyW6y2Jjq
1818,29,185,108,5,1,207,1,3,2,27,M41xxWaY2G
1819,535,6301,229,2,0,266,1,2,9,4,Hs7pRV4cTU
1820,235,1045,60,2,1,201,2,5,3,38,v2UlGTwWVJ
1821,323,1613,115,10,0,251,2,5,1,14,phijTf9rad
1822,230,1941,291,6,0,398,2,5,3,38,utwHDeLjQb
1823,958,4032,254,8,0,386,2,4,6,13,xB1ltYTE6Y
1824,589,5328,87,3,1,35,2,2,7,1,WY6zA5sIH9
1825,323,5700,41,9,1,211,2,5,1,27,zlppMv48Fj
1826,146,8410,19,9,1,121,2,4,6,8,MAVQdrA9Pm
1827,182,4913,161,2,1,307,2,4,10,2,YlQJGRcuYB
1828,983,9709,198,3,1,189,2,3,3,13,94erfjng3R
1829,534,8311,106,9,1,165,2,4,9,16,7kUhuUIpM8
1830,458,178,212,1,1,302,1,1,6,33,Hb8DxpmNIO
1831,441,3191,270,1,0,337,1,4,7,32,OKfamyHmfq
1832,582,4200,103,6,0,86,1,5,9,1,POhgC0nAVc
1833,312,7436,168,7,1,344,2,1,1,15,DoUUDhgVUl
1834,943,9540,7,5,1,224,2,3,5,14,TsyCG6M6cy
1835,544,7988,201,8,0,399,2,1,7,28,6iFqQIo0Df
1836,66,1876,185,9,0,202,2,5,6,28,T9pNCKBpS0
1837,631,4488,230,8,1,351,1,4,3,10,Uw7QJhQtUc
1838,176,4095,227,5,1,217,2,3,2,28,QhQ0LcxWtB
1839,909,9337,78,6,0,398,1,4,9,38,utwHDeLjQb
1840,83,1162,274,8,1,97,2,4,6,20,gcAw7YbAcl
1841,431,7268,169,3,0,42,1,3,5,19,EL3n293fp5
1842,495,8145,163,7,1,55,1,3,7,16,2fTuaryG2M
1843,235,3252,250,1,0,177,2,5,3,10,wXnd0hqQoF
1844,565,9946,44,1,1,246,2,3,2,10,30QlpEKPp2
1845,147,9534,79,6,0,86,2,1,1,1,POhgC0nAVc
1846,207,7836,126,10,0,281,2,5,8,6,Ghpdp7xORC
1847,436,7389,52,5,0,335,2,2,10,29,BMgQQUPiKz
1848,650,8866,199,3,0,75,2,5,8,18,vK6H3SOxuF
1849,367,4294,285,7,1,5,2,3,5,38,x3fDp8IF3o
1850,494,3464,48,10,1,184,2,1,1,1,DVMmTPF3Xq
1851,348,4845,189,10,0,394,1,4,9,18,F1MG80co5u
1852,496,6752,59,2,1,166,1,3,7,15,IWugeeyNfR
1853,250,1050,200,9,0,222,2,3,7,14,Mcbysb9Kne
1854,272,2518,252,5,0,22,1,5,6,33,KRrDHGmeKc
1855,639,7268,172,3,1,334,2,1,6,37,vuhl3TiTO8
1856,635,7809,115,7,1,336,2,4,10,19,mL7R5IBnvF
1857,829,9905,233,7,1,175,2,3,1,24,BIETDdfLKH
1858,986,8134,9,9,1,392,2,2,4,15,jHWeN8Eo6a
1859,845,1823,207,1,0,83,1,2,7,16,OSuL3B39bT
1860,484,8260,6,6,1,263,1,2,5,12,oUKqeOByp4
1861,616,1299,185,9,1,368,2,5,5,27,7HFgc8uFKx
1862,331,9564,80,9,1,404,2,3,5,2,QSrzGQktqe
1863,153,4175,131,9,0,222,1,3,5,14,Mcbysb9Kne
1864,897,8890,12,10,0,8,2,6,8,10,fLgjOruTUM
1865,729,5612,152,6,0,268,1,3,1,7,gkKtfTWdGT
1866,484,5352,49,4,1,308,1,2,5,29,vrXcdxqPgJ
1867,373,4916,203,9,1,41,2,1,10,3,03mySCczDH
1868,930,5928,239,2,1,360,2,3,6,31,il3raFJFrm
1869,965,6491,235,10,0,286,1,3,10,19,i1TUnUCdtU
1870,458,9773,137,7,0,119,1,1,6,40,VBPTIZe5ih
1871,452,7131,197,1,0,345,2,3,7,28,KMCMN4tGMm
1872,557,3297,218,7,1,336,2,5,4,19,mL7R5IBnvF
1873,259,9818,41,4,0,330,1,2,9,9,rr95qA4TtZ
1874,964,6374,13,6,1,359,2,4,7,30,0Ws2q0Xbdl
1875,497,4427,268,5,0,142,1,1,10,3,szYhDGyFof
1876,814,1940,244,4,0,330,1,1,5,9,rr95qA4TtZ
1877,983,4242,9,4,1,249,2,3,3,6,QFvY01A8fA
1878,100,7238,103,5,1,361,2,3,8,15,dpkXZLhVkG
1879,753,4552,216,8,1,388,2,2,5,31,LeWBh9bWZD
1880,553,4890,139,2,0,171,2,4,7,36,ctu5Ku1a0f
1881,336,8532,56,9,1,54,1,2,2,2,ZxSukTRoTr
1882,852,8427,193,10,1,213,1,6,8,21,eUiXwY9fki
1883,241,2063,61,8,0,364,1,5,5,16,V23xV9d8hW
1884,13,1092,8,1,0,384,1,3,2,8,mtL6JnbkwJ
1885,115,8809,219,2,1,160,2,1,9,10,IAYNYdc267
1886,912,2091,141,10,1,29,1,4,6,17,XrZf8n7teT
1887,318,407,230,1,0,383,1,5,8,6,vsvRY7KSVD
1888,797,1696,217,2,1,307,2,5,10,2,YlQJGRcuYB
1889,95,2538,146,1,1,218,2,3,6,12,b3gqLOon5N
1890,84,7827,109,9,0,199,1,3,2,22,KSElZ2DLM1
1891,519,9925,181,9,0,54,1,3,3,2,ZxSukTRoTr
1892,163,7225,49,3,0,300,2,2,6,25,sgEqlirrFA
1893,447,4757,152,9,1,199,1,5,5,22,KSElZ2DLM1
1894,264,4044,62,8,1,58,2,4,4,30,vEL3Xqbt5y
1895,35,3471,276,7,1,352,2,5,5,6,c0rk8kMbyV
1896,676,1961,215,6,1,382,2,5,9,40,oG8tYV47bo
1897,723,8906,281,8,1,288,2,5,10,1,uoNWTtLHZJ
1898,295,3103,292,2,1,188,2,3,7,3,ZMVnVuJ13U
1899,843,9747,171,2,1,405,1,3,6,20,aquaNkyCUM
1900,252,9402,136,1,1,115,1,3,4,26,p3ZvaMX5oj
1901,892,2250,183,3,0,295,2,3,9,11,bQAm2hdCVB
1902,477,291,258,5,0,79,2,4,2,13,YjADj6Irrn
1903,121,6617,93,8,0,351,1,4,5,10,Uw7QJhQtUc
1904,970,5811,119,6,0,214,2,3,10,35,OsotrNHLqs
1905,377,2664,279,9,0,298,1,4,1,33,QiUOksxHJI
1906,540,6499,127,8,0,351,2,1,5,10,Uw7QJhQtUc
1907,608,571,212,3,0,36,2,2,1,31,N8huabgBTh
1908,802,1305,204,10,0,143,1,5,5,29,mfGgkVMoHc
1909,264,1870,5,1,1,126,2,4,4,12,nhG81g3pAD
1910,943,8384,93,4,1,395,2,3,5,14,E4FLtpomTT
1911,458,3874,180,9,0,354,1,1,6,2,rmEl5KSA03
1912,161,8228,199,8,0,97,2,5,7,20,gcAw7YbAcl
1913,350,3534,63,7,1,74,2,2,8,24,SNzoe2xGOW
1914,76,6816,47,5,1,207,1,5,9,27,M41xxWaY2G
1915,525,3932,248,8,0,288,2,3,4,1,uoNWTtLHZJ
1916,795,646,182,2,1,13,2,2,4,14,rvgV1bE8DJ
1917,240,3695,150,5,0,131,1,2,5,36,9NEMpgowlD
1918,375,3545,261,2,1,215,2,2,3,25,BH6KAI1udc
1919,727,5215,229,6,0,232,2,5,5,30,vnYORoQhNC
1920,19,3882,213,6,0,225,1,2,9,9,rtGxnwMdyf
1921,448,5634,274,6,1,350,2,5,9,28,2a1ScswGKr
1922,734,512,155,9,1,165,2,3,7,16,7kUhuUIpM8
1923,901,8352,62,3,1,189,2,5,5,13,94erfjng3R
1924,621,7553,139,9,0,19,2,3,6,9,AV4yAJHsL2
1925,283,3839,99,3,1,196,2,2,8,35,MLzDUobcJm
1926,504,4603,258,3,1,342,2,3,1,17,r3AuNWPNHk
1927,721,4311,85,6,1,397,2,5,3,20,m60sbycVCf
1928,901,6139,185,10,0,29,2,5,5,17,XrZf8n7teT
1929,957,7266,273,4,1,294,2,3,10,35,i5st32ciQz
1930,816,2980,81,3,1,256,2,1,6,36,MEn2H1wPVG
1931,155,6652,240,4,1,140,1,2,1,7,wo7Nsj9vJC
1932,518,554,38,6,0,316,1,3,9,23,lsJw1Hd8u0
1933,686,2105,112,1,1,194,2,2,10,9,xXmkbZESg8
1934,92,6377,73,7,1,94,1,3,4,18,fipxx1qygI
1935,219,9197,254,10,1,282,2,5,9,40,xHJoCsFd45
1936,503,9122,9,1,0,45,2,6,10,40,pPJwAxugVs
1937,710,6431,251,10,0,100,1,2,4,38,OFoNT4dX7K
1938,829,5811,150,6,0,122,2,3,1,19,mrX8HSypMK
1939,931,9845,267,10,0,144,1,5,10,9,3OCvtETDI1
